speaker_00,00:00.000,00:03.320,沈总好
SPEAKER_04,51:58.560,52:00.960,那它其实已经用了十几年了
SPEAKER_04,52:00.960,52:03.160,就万一公司洗心燕救了
SPEAKER_04,52:03.160,52:05.200,所以我们会提这样一个问题
SPEAKER_02,52:05.200,52:07.000,那应该不会的
SPEAKER_02,52:07.000,52:08.280,因为它的生命周期
SPEAKER_02,52:08.280,52:10.040,至少要25年大概
speaker_无,52:10.040,52:11.760,好的
speaker_无,52:11.760,52:12.880,明白
SPEAKER_04,52:12.880,52:16.760,好那袁老师您那边先补充一下问题
SPEAKER_04,52:16.760,52:18.640,我这边好像领导还给了几个问题
SPEAKER_04,52:18.640,52:20.040,我先消化一下
speaker_无,52:20.040,52:22.000,好的
SPEAKER_01,52:22.000,52:24.200,我这边其实还有一个问题
SPEAKER_01,52:24.200,52:27.360,就是说因为上市公司中国电力
SPEAKER_01,52:27.360,52:28.000,还有国电
SPEAKER_01,52:28.000,52:30.320,其实在新能源业务方面都有开展
SPEAKER_01,52:30.320,52:34.480,包括这一类的基金的业务
SPEAKER_01,52:34.480,52:36.400,就是也是两方都在做
SPEAKER_01,52:36.400,52:37.480,我就想问一下
SPEAKER_01,52:38.280,52:39.840,中国电力和国电头
SPEAKER_01,52:39.840,52:41.560,在这个新能源业务方面
SPEAKER_01,52:41.560,52:43.000,它是怎么划分的
SPEAKER_01,52:43.000,52:45.280,这边您麻烦您介绍一下
SPEAKER_02,52:50.000,52:53.480,你说是这个新能源的一个开发吗
SPEAKER_01,52:53.480,52:55.320,对因为我理解就是上市公司
SPEAKER_01,52:55.320,52:56.520,也在做新能源业务
SPEAKER_01,52:56.520,52:58.680,然后集团层面它本来有新能源业务
SPEAKER_01,52:58.680,53:01.360,就是这个其实是存在一个竞争的问题
SPEAKER_01,53:01.360,53:03.400,就是说集团层面是怎么规划
SPEAKER_01,53:03.400,53:04.480,这两块业务的
SPEAKER_01,53:04.480,53:06.440,请您介绍一下
SPEAKER_02,53:06.440,53:08.320,是它是这样子
SPEAKER_02,53:08.320,53:11.280,就集团层面它基本上也不会自己做
SPEAKER_02,53:11.280,53:14.160,它一般都是也是依托个二级单位在做
SPEAKER_02,53:14.160,53:20.080,就类似于比如说江苏公司
SPEAKER_02,53:20.080,53:22.200,或者其他的一些区域公司
SPEAKER_02,53:22.200,53:25.640,那么那些区域公司主要做实的
SPEAKER_02,53:25.640,53:28.880,可能还是本区域内的做的会比较多一点
SPEAKER_02,53:28.880,53:31.800,比如说江苏公司这一块
SPEAKER_02,53:31.800,53:34.120,它可能在附近的海上风电
SPEAKER_02,53:34.360,53:38.000,包括它有这个盐城
SPEAKER_02,53:38.000,53:40.480,它有一个新能源的一个
SPEAKER_02,53:40.480,53:43.880,一个整体的一个新能源公司
SPEAKER_02,53:43.880,53:47.720,然后它也在开发一些项目
SPEAKER_02,53:47.720,53:52.280,当然你说到的可能也会存在竞争的一些关系
SPEAKER_02,53:52.280,53:56.840,因为大家都在各个地方在开发项目
SPEAKER_02,53:56.840,54:01.600,然后中国电力主要是还是依托各个地方的电厂
SPEAKER_02,54:01.640,54:05.360,比如说中国电力它跟区域公司还不一样
SPEAKER_02,54:05.360,54:10.360,它比如说它在各个地方都会有这些大的电厂
SPEAKER_02,54:10.360,54:13.000,比如说在山西它有神头电厂
SPEAKER_02,54:13.000,54:15.840,所以我们当时在大同拿了好多项目
SPEAKER_02,54:15.840,54:17.840,这一次四个项目也是第一批的
SPEAKER_02,54:17.840,54:19.840,装到了并表基金里面
SPEAKER_02,54:19.840,54:22.680,然后我们还有这个平卫电厂
SPEAKER_02,54:22.680,54:25.280,那么它可能在安徽区域也在拿项目
SPEAKER_02,54:25.280,54:27.480,当然它有的大的项目
SPEAKER_02,54:27.480,54:31.320,可能也是拿到了西北地区去拿项目的
SPEAKER_02,54:31.320,54:33.880,还有我们大别山电厂
SPEAKER_02,54:33.880,54:39.800,那么它在湖北区域也是拿了一些百万基地的项目
SPEAKER_02,54:39.800,54:42.600,那么像长暑江苏
SPEAKER_02,54:42.600,54:44.560,江苏它没有大的项目
SPEAKER_02,54:44.560,54:47.800,但它有一些现役的光伏的一些开发
SPEAKER_02,54:47.800,54:52.640,就是发挥属地化的一些区域的一些优势
SPEAKER_02,54:52.640,54:54.600,因为大型的火电
SPEAKER_02,54:54.600,55:01.720,所以相对跟政府的一些关系还是比较密切的
SPEAKER_02,55:01.720,55:05.000,所以它相对来说拿资源会方便一点
SPEAKER_01,55:07.000,55:11.400,那就是说就是集团会不会对上市公司
SPEAKER_01,55:11.400,55:13.600,有那种什么业务方面的支持
SPEAKER_01,55:13.600,55:17.080,或者把比较优质的那种项目
SPEAKER_02,55:17.080,55:18.760,它是这样
SPEAKER_02,55:18.760,55:25.000,对 这个也不好说的太多吧
SPEAKER_02,55:25.000,55:28.000,因为毕竟中国电力也是一个上市公司
SPEAKER_02,55:28.000,55:34.120,但是从你说的可能应该是会有这个趋势
SPEAKER_02,55:34.120,55:40.040,因为去年我们从这个就是中电新能源
SPEAKER_02,55:40.040,55:44.880,中电新能源是国家电投的一个
SPEAKER_02,55:44.880,55:47.160,一个中电新能源的一个公司
SPEAKER_02,55:47.200,55:51.360,但是它不在上市中国电力的这个范围内
SPEAKER_02,55:51.360,55:53.240,就股权关系不在中国电力
SPEAKER_02,55:53.240,55:55.760,但是中国电力收投管理的
SPEAKER_02,55:55.760,56:00.760,我们去年是从它那边收购了
SPEAKER_02,56:00.760,56:04.240,23个新能源的项目公司
SPEAKER_02,56:04.240,56:09.880,有风电、光伏、还有那个环保电厂
SPEAKER_02,56:09.880,56:12.440,这个只能讲过去的事情
SPEAKER_02,56:12.440,56:16.200,但是预期未来有可能会存在
SPEAKER_02,56:16.200,56:20.160,因为这一块可能涉及到上市公司的一些事项
SPEAKER_02,56:20.160,56:21.960,可能也不方便多说
speaker_无,56:21.960,56:25.080,好的 谢谢沈总
SPEAKER_01,56:25.080,56:26.480,我这边没有其他问题
SPEAKER_04,56:26.480,56:30.960,沈总 因为领导这会在开会
SPEAKER_04,56:30.960,56:33.080,他刚才发来几个问题
SPEAKER_04,56:33.080,56:36.600,我试着理解
SPEAKER_04,56:36.600,56:38.400,然后并带他提问一下
SPEAKER_04,56:38.400,56:42.200,第一个问题就是咱们底层的这些项目公司
SPEAKER_04,56:42.200,56:45.600,有一些不是100%持股的
SPEAKER_04,56:45.720,56:49.800,将来假如在退出的时候
SPEAKER_04,56:49.800,56:51.800,就还是回到刚才那个问题
SPEAKER_04,56:51.800,56:54.120,假如公司没有形式回购权
SPEAKER_04,56:54.120,56:57.840,我们要转让股权也好
SPEAKER_04,56:57.840,57:01.600,或者是把这些项目来IPO也好
SPEAKER_04,57:01.600,57:03.320,就等等这种退出方式
SPEAKER_04,57:03.320,57:08.480,那些不是全资的这些项目公司的那些其他股东
SPEAKER_04,57:08.480,57:13.560,会不会对我们形式权利有限制
SPEAKER_04,57:13.560,57:15.480,如果有的话有什么样的限制
SPEAKER_02,57:16.480,57:19.040,现在应该不是100%的
SPEAKER_02,57:19.040,57:25.440,也是我们基本上都是我们集团内的公司
SPEAKER_02,57:25.440,57:29.120,比如说像最大的是叫什么
SPEAKER_02,57:29.120,57:31.200,九全
SPEAKER_02,57:31.200,57:34.440,对 九全的它有30%左右的是
SPEAKER_02,57:34.440,57:36.960,刚才我讲的中电新能源的
SPEAKER_02,57:36.960,57:40.400,这家公司也是我们在一体化的管理
SPEAKER_04,57:41.400,57:43.280,所以就是
SPEAKER_00,57:44.120,57:45.080,我补充一下
SPEAKER_00,57:45.080,57:47.520,我们这个底层项目公司
SPEAKER_00,57:47.520,57:49.200,您看有的可能70%多股权
SPEAKER_00,57:49.200,57:50.440,有的40%多股权
SPEAKER_00,57:50.440,57:54.080,我们另外的股东全部都是国电头体系内的
SPEAKER_00,57:54.080,57:55.960,就不存在体系外的股东
SPEAKER_00,57:56.400,57:58.040,就包括说中电新能源
SPEAKER_00,57:58.040,57:59.320,刚才沈总提到
SPEAKER_00,57:59.320,58:02.520,它是国家电头的一个子公司
SPEAKER_00,58:02.520,58:05.680,但是是由中国电力这边代管的
SPEAKER_00,58:05.800,58:07.120,包括中电新能源的董事长
SPEAKER_00,58:07.120,58:09.800,也是由中国电力这边的副总裁兼任的
SPEAKER_00,58:09.960,58:11.160,除此之外剩下的
SPEAKER_00,58:11.160,58:12.600,比如说像淮南
SPEAKER_00,58:12.600,58:14.360,像合泽 德州
SPEAKER_00,58:14.360,58:15.520,这些项目的小股东
SPEAKER_00,58:15.520,58:17.120,都是中国电力的子公司
SPEAKER_00,58:17.320,58:20.840,但是因为当时没有完全转过来的原因
SPEAKER_00,58:20.840,58:23.520,也是有一些是因为地方政府的一些原因
SPEAKER_00,58:23.520,58:24.600,就是有些地方政府就说
SPEAKER_00,58:24.600,58:26.520,我不同意你把全部股权转出去
SPEAKER_00,58:26.520,58:29.440,你得保留一些股权
SPEAKER_00,58:29.440,58:31.120,然后有些可能是说
SPEAKER_00,58:31.120,58:32.680,还是刚才沈总也提到了
SPEAKER_00,58:32.680,58:35.760,现在可能国电头对于各个子公司的考核
SPEAKER_00,58:35.760,58:36.920,也比较
SPEAKER_00,58:37.280,58:38.280,考核要求比较高
SPEAKER_00,58:38.440,58:40.200,所以说有些子公司它就想着说
SPEAKER_00,58:40.240,58:41.040,它要全转了
SPEAKER_00,58:41.040,58:43.440,可能这部分考核就算不到它头上了
SPEAKER_00,58:43.440,58:44.880,它就会保留一部分股权
SPEAKER_00,58:44.880,58:47.440,这样肯定它的考核压力就会小一些
SPEAKER_00,58:47.560,58:49.120,就是基于这些原因
SPEAKER_00,58:49.120,58:51.120,但是股权穿透上去
SPEAKER_00,58:51.120,58:53.800,是不存在国家电头体系之外的公司的
SPEAKER_00,58:53.800,58:55.400,全是国家电头的子公司
SPEAKER_00,58:55.600,58:57.320,就除了中电新能源
SPEAKER_00,58:57.320,58:59.360,在股权关系上跟中国电力没关
SPEAKER_00,58:59.360,58:59.960,就没关系
SPEAKER_00,58:59.960,59:01.800,但它是中国电力实际上管理的
SPEAKER_00,59:01.960,59:03.520,包括说高管也是兼任的
SPEAKER_00,59:03.520,59:05.480,剩下的全是中国电力的子公司
SPEAKER_04,59:08.120,59:08.680,对
SPEAKER_04,59:08.840,59:11.040,但是从法理上讲
SPEAKER_04,59:11.040,59:13.960,它是属于不同的法人单位
SPEAKER_04,59:14.960,59:19.600,那些单位如果行使某一个权力的话
SPEAKER_04,59:19.600,59:23.400,会不会妨碍我们的行权
SPEAKER_00,59:24.200,59:25.640,这个角度我觉得
SPEAKER_00,59:25.640,59:28.440,比如说咱们从严格的法律关系上来说
SPEAKER_00,59:28.440,59:30.160,它确实是个独立的主体
SPEAKER_00,59:30.360,59:32.920,这是从严格的法律关系上来说
SPEAKER_00,59:32.920,59:35.080,但是我们觉得我们整个的基金
SPEAKER_00,59:35.080,59:39.000,还是从一个更宏观更框架性的角度来看
SPEAKER_06,59:39.080,59:40.520,也包括说我们整个
SPEAKER_06,59:40.520,59:43.480,调动报应 我补充一下
SPEAKER_06,59:43.680,59:45.800,你要卖你持有公司的股权的话
SPEAKER_06,59:45.800,59:47.720,它其他的股东是有
SPEAKER_06,59:47.920,59:49.800,它可以提优先认购
SPEAKER_06,59:49.880,59:51.880,但是你一段时间内不反馈的话
SPEAKER_06,59:52.080,59:56.920,我们向外部转让股权是没有阻碍的
SPEAKER_00,59:57.320,59:58.200,我明白
SPEAKER_00,59:58.200,01:00:02.760,我明白于总 包括谷总担心的问题
SPEAKER_00,01:00:02.840,01:00:03.960,然后我就想补充那一点
SPEAKER_00,01:00:03.960,01:00:05.320,就是说我们可能对整个项目
SPEAKER_00,01:00:05.320,01:00:06.720,还是更框架性的来看
SPEAKER_00,01:00:06.720,01:00:10.000,因为我们整个结构都上报到国电头集团
SPEAKER_00,01:00:10.000,01:00:12.960,包括国电头的总裁都亲自批过了
SPEAKER_00,01:00:12.960,01:00:15.520,我觉得他的子公司应该不至于说
SPEAKER_00,01:00:15.680,01:00:16.680,非要跟集团
SPEAKER_00,01:00:16.680,01:00:20.240,就是说 我就作为一个法人主体
SPEAKER_00,01:00:20.240,01:00:22.960,我就不同意或者说行使什么样的权力
SPEAKER_00,01:00:23.040,01:00:26.040,致使整个集团的安排有什么变化
SPEAKER_00,01:00:26.040,01:00:28.560,所以如果我们严格的说
SPEAKER_00,01:00:28.560,01:00:29.440,从法律上来说
SPEAKER_00,01:00:29.440,01:00:30.920,它不管是淮南公司也好
SPEAKER_00,01:00:30.920,01:00:32.120,还是山东公司也好
SPEAKER_00,01:00:32.120,01:00:33.280,它都是个独立的主体
SPEAKER_00,01:00:33.280,01:00:36.640,它确实有法律上的权力
SPEAKER_00,01:00:36.640,01:00:38.880,但是我们还是更框架性的来看
SPEAKER_00,01:00:39.000,01:00:40.880,毕竟是集团审批过的业务
SPEAKER_00,01:00:40.880,01:00:43.800,可能还是要放到整个国电头集团的
SPEAKER_00,01:00:43.800,01:00:45.080,这么一个框架下来判断
SPEAKER_04,01:00:45.720,01:00:46.640,明白
SPEAKER_04,01:00:46.800,01:00:50.160,然后领导关心的第二个问题就是
SPEAKER_04,01:00:50.400,01:00:52.640,可能刚才也提了
SPEAKER_04,01:00:52.640,01:00:53.720,我想再确认一下
SPEAKER_04,01:00:53.720,01:00:56.280,就是三年以后或者五年以后
SPEAKER_04,01:00:56.280,01:00:59.520,中国电力回购这些份额的时候
SPEAKER_04,01:00:59.520,01:01:01.080,它的决策的
SPEAKER_04,01:01:02.080,01:01:06.080,现在还没有明确的一个决策机制
SPEAKER_04,01:01:06.080,01:01:07.360,现在还没有
SPEAKER_04,01:01:07.360,01:01:10.640,不能确定说承诺一定会回购
SPEAKER_04,01:01:10.640,01:01:14.960,但是这个决策机制是明确的吗
SPEAKER_04,01:01:16.600,01:01:18.160,我不知道我问清楚一个问题了没有
SPEAKER_00,01:01:18.160,01:01:19.520,我明白您的意思
SPEAKER_00,01:01:19.520,01:01:21.360,您就说现在因为它肯定不能说
SPEAKER_01,01:01:21.360,01:01:22.920,已经出了一个决议文件
SPEAKER_04,01:01:22.920,01:01:24.280,说我肯定会回购
SPEAKER_00,01:01:24.280,01:01:26.200,比如说它三年之后要回购
SPEAKER_00,01:01:26.200,01:01:27.360,它得走个什么流程
SPEAKER_00,01:01:27.360,01:01:29.960,对 想问清楚这个
SPEAKER_00,01:01:30.960,01:01:33.320,我先说明一下
SPEAKER_00,01:01:33.320,01:01:36.240,然后根据我之前跟咱们中介这边的沟通
SPEAKER_00,01:01:36.240,01:01:38.040,然后让沈总这边再补充一下
SPEAKER_00,01:01:38.160,01:01:39.560,我们理解它回购的话
SPEAKER_00,01:01:39.560,01:01:42.120,它肯定一方面就是企业内部的流程
SPEAKER_00,01:01:42.120,01:01:44.560,另一方面也会涉及到相当于是有
SPEAKER_00,01:01:44.560,01:01:46.440,国资备案评估的这么一个流程
SPEAKER_00,01:01:46.560,01:01:51.640,内部流程肯定就还是说需要上董事会
SPEAKER_00,01:01:51.720,01:01:53.520,由董事会来决议
SPEAKER_00,01:01:53.520,01:01:56.000,但是我们的整个交易结构的背景
SPEAKER_00,01:01:56.000,01:01:57.400,董事会它其实已经是决议过了
SPEAKER_00,01:01:57.400,01:01:58.760,它肯定也是知道这个事的
SPEAKER_00,01:01:58.840,01:02:00.800,对它来说肯定不是一个新事
SPEAKER_00,01:02:00.920,01:02:04.560,不是说我真的说要去买一个新项目的那种概念
SPEAKER_00,01:02:04.560,01:02:07.720,它毕竟还是一个原来框架下的一个
SPEAKER_00,01:02:07.720,01:02:09.720,回购的一个旅行
SPEAKER_00,01:02:10.000,01:02:11.120,但是说流程角度来说
SPEAKER_00,01:02:11.120,01:02:13.440,我理解应该还是要上一个中国电力的董事会
SPEAKER_00,01:02:13.760,01:02:15.920,就不知道我的理解是不是正确
SPEAKER_00,01:02:15.920,01:02:18.320,然后请沈总帮忙补充一下
SPEAKER_02,01:02:19.600,01:02:20.520,它这样子
SPEAKER_02,01:02:20.520,01:02:23.440,这一次因为我们也是并表基金去收购
SPEAKER_02,01:02:23.440,01:02:27.920,就相当于表内的单位去收购表内的项目
SPEAKER_02,01:02:27.960,01:02:29.640,那么下次如果回购的话
SPEAKER_02,01:02:29.920,01:02:31.280,我还是中国电力的话
SPEAKER_02,01:02:31.280,01:02:33.160,那么还是表内收购表内的
SPEAKER_02,01:02:33.160,01:02:38.640,实际上它跟这一次的出去的程序应该是差不多的
SPEAKER_02,01:02:38.640,01:02:39.760,应该是一致的
SPEAKER_02,01:02:40.040,01:02:41.960,就是出去的时候上什么会
SPEAKER_02,01:02:41.960,01:02:43.920,那它回来的时候还是上什么会
SPEAKER_02,01:02:43.920,01:02:46.760,就是按照目前的制度的规定
SPEAKER_02,01:02:46.960,01:02:50.560,因为这一块该上什么会或者该怎么弄
SPEAKER_02,01:02:50.720,01:02:54.000,都是按照集团公司
SPEAKER_02,01:02:54.360,01:02:56.480,它有授权的手册的
SPEAKER_02,01:02:56.520,01:02:58.720,然后会授权给中国电力
SPEAKER_02,01:02:58.720,01:03:02.240,你有哪些决策市场是你可以决策的
SPEAKER_02,01:03:02.240,01:03:06.400,哪些是需要集团公司来决策的
SPEAKER_04,01:03:08.800,01:03:10.040,好的明白
SPEAKER_02,01:03:10.520,01:03:12.880,所以虽然没写出来
SPEAKER_02,01:03:12.880,01:03:14.760,但实际上它的路径都是清晰的
SPEAKER_02,01:03:14.760,01:03:16.640,我们都是按照制度来执行的
SPEAKER_04,01:03:18.680,01:03:19.680,好行谢谢沈总
SPEAKER_04,01:03:19.680,01:03:20.520,也谢谢乔总
SPEAKER_04,01:03:20.520,01:03:22.880,我这边没有其他的疑问了
speaker_无,01:03:23.800,01:03:24.320,好
SPEAKER_06,01:03:26.840,01:03:27.600,沈总不好意思
SPEAKER_06,01:03:28.040,01:03:29.960,我是大资产雇收部的预科
SPEAKER_06,01:03:29.960,01:03:31.640,然后耽误您两分钟时间
SPEAKER_06,01:03:31.640,01:03:33.840,我再问两个简单的问题
SPEAKER_06,01:03:34.360,01:03:35.720,我想问首先我想问一下
SPEAKER_06,01:03:35.880,01:03:39.120,中国电力目前一个综合的大概的一个融资成本大概多少
SPEAKER_02,01:03:41.120,01:03:43.960,综合的你讲的应该是在
SPEAKER_06,01:03:45.520,01:03:46.440,对
SPEAKER_02,01:03:47.680,01:03:49.200,在这一块综合的
SPEAKER_02,01:03:49.200,01:03:52.080,我们现在要求就是控制在就新增的
SPEAKER_02,01:03:52.760,01:03:56.000,新增的我估计是在2.6到2.8
speaker_无,01:03:57.480,01:03:59.080,好的
SPEAKER_06,01:03:59.080,01:04:03.880,然后公司目前我看有两笔还有不到一年
SPEAKER_06,01:04:04.240,01:04:06.120,就是会跳息的永续债
SPEAKER_06,01:04:07.000,01:04:08.920,大概票面是4.6
SPEAKER_06,01:04:08.920,01:04:12.040,就是这个到时候你们是会跳息吗
SPEAKER_02,01:04:12.400,01:04:14.680,还是不可能的
SPEAKER_02,01:04:14.680,01:04:16.840,从来没发生过跳息的
SPEAKER_02,01:04:17.360,01:04:19.760,明白
SPEAKER_06,01:04:20.040,01:04:23.080,然后那一块你们不用担心的
SPEAKER_06,01:04:23.080,01:04:24.400,然后我想问一下
SPEAKER_06,01:04:25.000,01:04:29.720,咱们自然知识计划还有基金层面
SPEAKER_06,01:04:29.720,01:04:32.120,它有两个一个叫什么中电智慧
SPEAKER_06,01:04:32.480,01:04:36.240,还有一个叫什么中电国瑞供应链
SPEAKER_06,01:04:36.240,01:04:38.680,这两个公司在体系内感觉比较小
SPEAKER_06,01:04:39.080,01:04:41.080,他们为什么会参与到这个结构里面
SPEAKER_03,01:04:44.160,01:04:46.640,这个地景我先介绍一下这个背景
SPEAKER_00,01:04:46.640,01:04:50.160,然后让沈总补充一下
SPEAKER_00,01:04:50.160,01:04:52.080,就当时我们设计整个结构的时候
SPEAKER_00,01:04:52.880,01:04:54.000,肯定说在LP层面
SPEAKER_00,01:04:54.000,01:04:56.040,我们是需要中国电力去做一个跟头的
SPEAKER_00,01:04:56.520,01:04:59.200,这样的话可能跟咱们投资人的利益跟绑定
SPEAKER_00,01:04:59.360,01:05:02.440,但是中国电力因为它是注册在香港的公司
SPEAKER_00,01:05:02.680,01:05:05.280,所以说它如果说要在境内投一个基金
SPEAKER_00,01:05:05.280,01:05:07.720,就会涉及到这种资金跨境监管的问题
SPEAKER_00,01:05:09.040,01:05:11.640,所以说当时就说让中国电力找一个
SPEAKER_00,01:05:11.640,01:05:13.840,它在自己境内的子公司
SPEAKER_00,01:05:13.840,01:05:15.800,然后方便它提供资金的
SPEAKER_00,01:05:15.800,01:05:18.480,然后他们当时就选定了一个中电国瑞
SPEAKER_00,01:05:18.480,01:05:21.680,然后因为中电国瑞它是中国电力全资的
SPEAKER_00,01:05:21.880,01:05:24.240,然后中国电力给它提供这种资本金的支持
SPEAKER_00,01:05:24.240,01:05:25.520,也会更便利一些
SPEAKER_00,01:05:26.120,01:05:28.840,然后包括说中电国瑞可能它不像其他的电厂
SPEAKER_00,01:05:28.840,01:05:31.920,可能还有那种经营业务相对简单一些
SPEAKER_00,01:05:31.920,01:05:33.960,它主要是做这种供应链的
SPEAKER_00,01:05:34.560,01:05:36.720,然后它其实相当于是带中国电力去出资的
SPEAKER_00,01:05:36.720,01:05:39.920,其实中国电力一开始是想直接在基金里面出钱的
SPEAKER_00,01:05:39.920,01:05:43.960,但是受限于它的注册在香港的这么一个身份
SPEAKER_00,01:05:43.960,01:05:45.840,所以说会遇到很多的麻烦
SPEAKER_00,01:05:45.960,01:05:48.320,所以说当时就中电国瑞带它来出资了
SPEAKER_00,01:05:49.120,01:05:51.200,中电智慧也是同样的原因
SPEAKER_00,01:05:51.240,01:05:55.080,因为中国电力当时领导是说
SPEAKER_00,01:05:55.080,01:05:57.840,他们已经在整个基金里边出了10个亿了
SPEAKER_00,01:05:57.960,01:05:59.040,也得派一个GP
SPEAKER_00,01:05:59.040,01:06:02.840,这样感觉就是能够对基金有一个更强的参与
SPEAKER_00,01:06:02.840,01:06:07.000,也可以就是说对自己投资的这10个亿的资金安全
SPEAKER_00,01:06:07.000,01:06:08.360,有一个相对的保证
SPEAKER_00,01:06:08.480,01:06:09.600,是基于这么一个背景
SPEAKER_00,01:06:09.600,01:06:11.400,所以说这两个公司参与的
SPEAKER_00,01:06:12.440,01:06:13.960,然后这两个公司的具体情况
SPEAKER_00,01:06:13.960,01:06:15.920,可以请沈总介绍一下
speaker_无,01:06:15.920,01:06:21.200,好吧
SPEAKER_02,01:06:21.200,01:06:22.440,那我先说一下
SPEAKER_02,01:06:22.640,01:06:26.720,实际上我们内部对中电国瑞的一个定位
SPEAKER_02,01:06:27.960,01:06:30.640,应该算是一个境内的
SPEAKER_02,01:06:30.640,01:06:32.520,类似于一个融资平台一样的
SPEAKER_02,01:06:32.520,01:06:34.080,就是给它的一个定位
SPEAKER_02,01:06:34.360,01:06:37.480,它主要的业务范围应该是
SPEAKER_02,01:06:37.680,01:06:40.320,当然它也在开发一些新能源项目
SPEAKER_02,01:06:40.320,01:06:42.760,但是那些新能源项目可能也不是它的主业
SPEAKER_02,01:06:42.800,01:06:46.040,它的主业还是做供应链这一块
SPEAKER_02,01:06:46.040,01:06:49.200,包括我的煤炭的一些交易
SPEAKER_02,01:06:49.200,01:06:51.760,和物资的一些采购的一些交易
SPEAKER_02,01:06:52.120,01:06:56.120,然后还有做一些就各电厂的一些粉碎灰的一些业务
SPEAKER_02,01:06:56.120,01:06:59.760,但是内部我们基本上就是对它的一个定位
SPEAKER_02,01:06:59.760,01:07:04.480,就是中国电力的可能境内的类似于的一个融资平台
SPEAKER_02,01:07:04.480,01:07:07.080,就像刚才乔经理说的
SPEAKER_02,01:07:07.480,01:07:10.800,我们因为中国电力它是外资的身份
SPEAKER_02,01:07:11.000,01:07:13.760,确实是你要融资
SPEAKER_02,01:07:13.760,01:07:17.520,你要可能有的时候会有跨境的问题
SPEAKER_02,01:07:17.520,01:07:21.720,就会受一些外管受一些其他方面的一些制约
SPEAKER_02,01:07:22.080,01:07:25.800,所以我们境内基本上都是利用这个平台来做
SPEAKER_06,01:07:29.600,01:07:30.720,谢谢沈总
SPEAKER_02,01:07:33.440,01:07:35.360,而且它相对也比较方便
SPEAKER_02,01:07:35.360,01:07:40.040,实际上它目前就在中国电力本部大楼的边上的
SPEAKER_02,01:07:40.080,01:07:41.120,楼上办公
SPEAKER_02,01:07:41.120,01:07:45.840,马上可能也要搬到我们中国电力大楼里面去办公了
SPEAKER_02,01:07:45.840,01:07:48.040,操作起来也会比较方便一点
SPEAKER_02,01:07:48.560,01:07:51.040,而且是我们全资的
SPEAKER_06,01:07:53.240,01:07:56.640,那那个中电智慧呢?就是那个GPR
SPEAKER_06,01:07:57.240,01:08:00.520,中电智慧它有这个管理能力吗?
SPEAKER_02,01:08:01.520,01:08:04.840,中电智慧
SPEAKER_02,01:08:05.840,01:08:13.240,中电智慧它目前也是一个
SPEAKER_02,01:08:13.240,01:08:19.520,就是一个就是我们做新产业或者新能源项目的一个公司
SPEAKER_02,01:08:19.520,01:08:21.880,也是在开发这一块的
SPEAKER_02,01:08:21.880,01:08:24.520,它目前做的项目还是比较多的
SPEAKER_02,01:08:25.520,01:08:27.520,新能源的风光的项目
SPEAKER_02,01:08:27.520,01:08:30.000,包括一些氢能一些项目
SPEAKER_06,01:08:33.000,01:08:34.400,好的明白
SPEAKER_06,01:08:34.440,01:08:37.240,然后因为那个公司是港股上市公司
SPEAKER_06,01:08:37.240,01:08:43.040,我想问一下国电头对公司目前的一个持股比例大概多少
SPEAKER_06,01:08:43.040,01:08:44.800,因为穿透我们看不到
SPEAKER_02,01:08:45.920,01:08:48.320,穿透的看不到是吗?
SPEAKER_02,01:08:48.320,01:08:50.080,现在应该是
SPEAKER_02,01:08:51.280,01:08:57.400,百分中国电力的股比应该是百分之
SPEAKER_02,01:08:57.400,01:08:59.200,是不是百分之六十不到啊?
SPEAKER_02,01:09:00.560,01:09:03.520,这一块具体的数字我到时候再确认了之后
SPEAKER_02,01:09:03.560,01:09:05.320,再跟你们说一下
SPEAKER_02,01:09:05.480,01:09:12.080,因为它在前年的时候做过几个资本营造项目之后
SPEAKER_02,01:09:12.760,01:09:15.080,最终的比例我们在
SPEAKER_06,01:09:15.080,01:09:18.360,因为好像国电头去年底好像增资了
SPEAKER_02,01:09:20.440,01:09:26.240,对它就是收购了中国电力
SPEAKER_02,01:09:26.240,01:09:28.920,从国电头那边收了23个
SPEAKER_02,01:09:28.920,01:09:31.960,从新能源收了23个项目公司过来
SPEAKER_02,01:09:32.000,01:09:34.400,然后百分之七十左右是发股的
SPEAKER_02,01:09:34.840,01:09:37.000,然后百分之三十是现金交易的
SPEAKER_02,01:09:37.000,01:09:38.720,所以这一块调整之后
SPEAKER_02,01:09:39.680,01:09:42.240,我到时候把数据再给到你们
SPEAKER_02,01:09:42.240,01:09:43.800,应该是百分之六十左右
SPEAKER_02,01:09:43.800,01:09:45.040,可能六十不到一点
SPEAKER_06,01:09:46.400,01:09:47.480,好的谢谢陈总
SPEAKER_06,01:09:47.480,01:09:49.160,还有最后一个问题就是说
SPEAKER_06,01:09:49.400,01:09:51.480,因为我们看公开披露的募集
SPEAKER_06,01:09:51.640,01:09:54.800,说中国电力是国电头体系内的旗舰企业
SPEAKER_06,01:09:55.440,01:09:59.680,然后目前应该中国电力是国电头体系内最大的子公司
SPEAKER_02,01:10:02.680,01:10:06.440,对是基本上它的规模应该是占了
SPEAKER_02,01:10:06.440,01:10:07.760,国电头的三分之一
SPEAKER_06,01:10:10.560,01:10:14.120,您指的哪个规模应该没有占三分之一
